"mmwr_week","mmwr_year","deaths","State"
1,2020,0,"AK"
2,2020,0,"AK"
3,2020,0,"AK"
4,2020,0,"AK"
5,2020,0,"AK"
6,2020,0,"AK"
7,2020,0,"AK"
8,2020,0,"AK"
9,2020,0,"AK"
10,2020,0,"AK"
11,2020,0,"AK"
12,2020,0,"AK"
13,2020,NA,"AK"
14,2020,NA,"AK"
15,2020,NA,"AK"
16,2020,NA,"AK"
17,2020,0,"AK"
18,2020,0,"AK"
19,2020,NA,"AK"
20,2020,0,"AK"
21,2020,0,"AK"
22,2020,0,"AK"
23,2020,0,"AK"
24,2020,NA,"AK"
25,2020,0,"AK"
26,2020,0,"AK"
27,2020,NA,"AK"
28,2020,NA,"AK"
29,2020,NA,"AK"
30,2020,NA,"AK"
31,2020,NA,"AK"
32,2020,NA,"AK"
33,2020,NA,"AK"
34,2020,NA,"AK"
35,2020,NA,"AK"
36,2020,NA,"AK"
37,2020,NA,"AK"
38,2020,NA,"AK"
39,2020,NA,"AK"
40,2020,NA,"AK"
41,2020,NA,"AK"
42,2020,10,"AK"
43,2020,NA,"AK"
44,2020,10,"AK"
45,2020,NA,"AK"
46,2020,16,"AK"
47,2020,15,"AK"
48,2020,21,"AK"
49,2020,31,"AK"
50,2020,24,"AK"
51,2020,20,"AK"
52,2020,24,"AK"
53,2020,10,"AK"
NA,2020,0,"AK"
NA,2020,0,"AK"
NA,2020,NA,"AK"
NA,2020,NA,"AK"
NA,2020,NA,"AK"
NA,2020,NA,"AK"
NA,2020,12,"AK"
NA,2020,19,"AK"
NA,2020,12,"AK"
NA,2020,34,"AK"
NA,2020,69,"AK"
NA,2020,97,"AK"
NA,2020,254,"AK"
1,2021,13,"AK"
2,2021,NA,"AK"
3,2021,NA,"AK"
4,2021,NA,"AK"
5,2021,NA,"AK"
6,2021,NA,"AK"
7,2021,NA,"AK"
8,2021,NA,"AK"
9,2021,NA,"AK"
10,2021,NA,"AK"
11,2021,NA,"AK"
12,2021,NA,"AK"
13,2021,NA,"AK"
14,2021,NA,"AK"
15,2021,NA,"AK"
16,2021,NA,"AK"
17,2021,NA,"AK"
18,2021,13,"AK"
19,2021,10,"AK"
20,2021,NA,"AK"
21,2021,NA,"AK"
22,2021,NA,"AK"
23,2021,NA,"AK"
24,2021,NA,"AK"
25,2021,NA,"AK"
26,2021,NA,"AK"
27,2021,NA,"AK"
28,2021,0,"AK"
29,2021,NA,"AK"
30,2021,16,"AK"
31,2021,26,"AK"
32,2021,23,"AK"
33,2021,23,"AK"
34,2021,22,"AK"
35,2021,38,"AK"
36,2021,31,"AK"
37,2021,42,"AK"
38,2021,55,"AK"
39,2021,57,"AK"
40,2021,43,"AK"
41,2021,44,"AK"
42,2021,50,"AK"
43,2021,59,"AK"
44,2021,38,"AK"
45,2021,25,"AK"
46,2021,25,"AK"
47,2021,29,"AK"
48,2021,17,"AK"
49,2021,17,"AK"
50,2021,NA,"AK"
51,2021,10,"AK"
52,2021,NA,"AK"
NA,2021,37,"AK"
NA,2021,18,"AK"
NA,2021,16,"AK"
NA,2021,17,"AK"
NA,2021,32,"AK"
NA,2021,NA,"AK"
NA,2021,25,"AK"
NA,2021,110,"AK"
NA,2021,190,"AK"
NA,2021,220,"AK"
NA,2021,115,"AK"
NA,2021,55,"AK"
NA,2021,839,"AK"
1,2022,16,"AK"
2,2022,13,"AK"
3,2022,17,"AK"
4,2022,20,"AK"
5,2022,15,"AK"
6,2022,25,"AK"
7,2022,22,"AK"
8,2022,15,"AK"
9,2022,16,"AK"
10,2022,NA,"AK"
11,2022,NA,"AK"
12,2022,NA,"AK"
13,2022,NA,"AK"
14,2022,NA,"AK"
15,2022,NA,"AK"
16,2022,NA,"AK"
17,2022,NA,"AK"
18,2022,NA,"AK"
19,2022,NA,"AK"
20,2022,NA,"AK"
21,2022,NA,"AK"
22,2022,NA,"AK"
23,2022,NA,"AK"
24,2022,NA,"AK"
25,2022,NA,"AK"
26,2022,NA,"AK"
27,2022,NA,"AK"
28,2022,NA,"AK"
29,2022,NA,"AK"
30,2022,NA,"AK"
31,2022,NA,"AK"
32,2022,NA,"AK"
33,2022,NA,"AK"
34,2022,NA,"AK"
35,2022,NA,"AK"
36,2022,NA,"AK"
37,2022,NA,"AK"
38,2022,NA,"AK"
39,2022,NA,"AK"
40,2022,NA,"AK"
41,2022,NA,"AK"
42,2022,NA,"AK"
43,2022,NA,"AK"
44,2022,NA,"AK"
45,2022,0,"AK"
46,2022,NA,"AK"
47,2022,NA,"AK"
48,2022,0,"AK"
49,2022,NA,"AK"
50,2022,NA,"AK"
51,2022,NA,"AK"
52,2022,NA,"AK"
NA,2022,68,"AK"
NA,2022,79,"AK"
NA,2022,31,"AK"
NA,2022,20,"AK"
NA,2022,21,"AK"
NA,2022,19,"AK"
NA,2022,25,"AK"
NA,2022,23,"AK"
NA,2022,17,"AK"
NA,2022,11,"AK"
NA,2022,NA,"AK"
NA,2022,NA,"AK"
NA,2022,330,"AK"
1,2023,NA,"AK"
2,2023,NA,"AK"
3,2023,NA,"AK"
4,2023,NA,"AK"
5,2023,0,"AK"
6,2023,NA,"AK"
7,2023,NA,"AK"
8,2023,NA,"AK"
9,2023,NA,"AK"
10,2023,NA,"AK"
11,2023,NA,"AK"
12,2023,NA,"AK"
13,2023,0,"AK"
14,2023,0,"AK"
15,2023,NA,"AK"
16,2023,NA,"AK"
17,2023,NA,"AK"
18,2023,NA,"AK"
19,2023,NA,"AK"
20,2023,NA,"AK"
21,2023,NA,"AK"
22,2023,NA,"AK"
23,2023,NA,"AK"
24,2023,NA,"AK"
25,2023,NA,"AK"
26,2023,0,"AK"
27,2023,NA,"AK"
28,2023,NA,"AK"
29,2023,NA,"AK"
30,2023,NA,"AK"
31,2023,NA,"AK"
32,2023,NA,"AK"
33,2023,0,"AK"
34,2023,NA,"AK"
35,2023,NA,"AK"
36,2023,NA,"AK"
37,2023,NA,"AK"
38,2023,NA,"AK"
39,2023,NA,"AK"
40,2023,NA,"AK"
41,2023,NA,"AK"
42,2023,NA,"AK"
43,2023,NA,"AK"
44,2023,NA,"AK"
45,2023,0,"AK"
46,2023,NA,"AK"
47,2023,0,"AK"
48,2023,0,"AK"
49,2023,0,"AK"
50,2023,0,"AK"
51,2023,NA,"AK"
52,2023,0,"AK"
NA,2023,NA,"AK"
NA,2023,13,"AK"
NA,2023,NA,"AK"
NA,2023,NA,"AK"
NA,2023,NA,"AK"
NA,2023,NA,"AK"
NA,2023,NA,"AK"
NA,2023,10,"AK"
NA,2023,14,"AK"
NA,2023,11,"AK"
NA,2023,NA,"AK"
1,2024,0,"AK"
2,2024,NA,"AK"
3,2024,NA,"AK"
4,2024,NA,"AK"
5,2024,NA,"AK"
6,2024,NA,"AK"
7,2024,NA,"AK"
8,2024,NA,"AK"
9,2024,NA,"AK"
10,2024,NA,"AK"
11,2024,NA,"AK"
12,2024,NA,"AK"
13,2024,NA,"AK"
14,2024,0,"AK"
15,2024,0,"AK"
16,2024,NA,"AK"
17,2024,NA,"AK"
18,2024,0,"AK"
19,2024,NA,"AK"
20,2024,NA,"AK"
21,2024,NA,"AK"
22,2024,NA,"AK"
23,2024,0,"AK"
24,2024,0,"AK"
25,2024,NA,"AK"
26,2024,NA,"AK"
27,2024,NA,"AK"
28,2024,NA,"AK"
29,2024,NA,"AK"
30,2024,NA,"AK"
31,2024,NA,"AK"
32,2024,NA,"AK"
33,2024,NA,"AK"
34,2024,NA,"AK"
35,2024,NA,"AK"
36,2024,NA,"AK"
37,2024,0,"AK"
38,2024,NA,"AK"
39,2024,0,"AK"
40,2024,NA,"AK"
41,2024,NA,"AK"
42,2024,0,"AK"
43,2024,0,"AK"
44,2024,0,"AK"
45,2024,NA,"AK"
46,2024,0,"AK"
47,2024,0,"AK"
48,2024,0,"AK"
49,2024,0,"AK"
NA,2024,NA,"AK"
NA,2024,NA,"AK"
NA,2024,NA,"AK"
NA,2024,13,"AK"
NA,2024,NA,"AK"
NA,2024,NA,"AK"
NA,2024,NA,"AK"
NA,2024,NA,"AK"
NA,2024,10,"AK"
NA,2024,NA,"AK"
NA,2024,NA,"AK"
NA,2024,NA,"AK"
NA,2024,102,"AK"
NA,2024,71,"AK"
NA,2024,1596,"AK"
NA,2025,0,"AK"
1,2020,0,"AL"
2,2020,0,"AL"
3,2020,0,"AL"
4,2020,NA,"AL"
5,2020,0,"AL"
6,2020,0,"AL"
7,2020,0,"AL"
8,2020,0,"AL"
9,2020,NA,"AL"
10,2020,0,"AL"
11,2020,0,"AL"
12,2020,NA,"AL"
13,2020,23,"AL"
14,2020,49,"AL"
15,2020,81,"AL"
16,2020,89,"AL"
17,2020,85,"AL"
18,2020,81,"AL"
19,2020,116,"AL"
20,2020,96,"AL"
21,2020,82,"AL"
22,2020,103,"AL"
23,2020,91,"AL"
24,2020,81,"AL"
25,2020,88,"AL"
26,2020,103,"AL"
27,2020,125,"AL"
28,2020,135,"AL"
29,2020,192,"AL"
30,2020,251,"AL"
31,2020,263,"AL"
32,2020,264,"AL"
33,2020,230,"AL"
34,2020,209,"AL"
35,2020,185,"AL"
36,2020,156,"AL"
37,2020,138,"AL"
38,2020,139,"AL"
39,2020,105,"AL"
40,2020,111,"AL"
41,2020,137,"AL"
42,2020,126,"AL"
43,2020,119,"AL"
44,2020,131,"AL"
45,2020,151,"AL"
46,2020,176,"AL"
47,2020,168,"AL"
48,2020,202,"AL"
49,2020,251,"AL"
50,2020,378,"AL"
51,2020,390,"AL"
52,2020,452,"AL"
53,2020,508,"AL"
NA,2020,NA,"AL"
NA,2020,NA,"AL"
NA,2020,48,"AL"
NA,2020,339,"AL"
NA,2020,430,"AL"
NA,2020,399,"AL"
NA,2020,879,"AL"
NA,2020,964,"AL"
NA,2020,568,"AL"
NA,2020,560,"AL"
NA,2020,768,"AL"
NA,2020,1749,"AL"
NA,2020,6706,"AL"
1,2021,548,"AL"
2,2021,596,"AL"
3,2021,583,"AL"
4,2021,490,"AL"
5,2021,347,"AL"
6,2021,265,"AL"
7,2021,214,"AL"
8,2021,170,"AL"
9,2021,110,"AL"
10,2021,104,"AL"
11,2021,81,"AL"
12,2021,78,"AL"
13,2021,67,"AL"
14,2021,53,"AL"
15,2021,43,"AL"
16,2021,45,"AL"
17,2021,46,"AL"
18,2021,63,"AL"
19,2021,50,"AL"
20,2021,50,"AL"
21,2021,33,"AL"
22,2021,36,"AL"
23,2021,34,"AL"
24,2021,24,"AL"
25,2021,36,"AL"
26,2021,22,"AL"
27,2021,37,"AL"
28,2021,43,"AL"
29,2021,63,"AL"
30,2021,109,"AL"
31,2021,226,"AL"
32,2021,345,"AL"
33,2021,420,"AL"
34,2021,477,"AL"
35,2021,497,"AL"
36,2021,548,"AL"
37,2021,474,"AL"
38,2021,410,"AL"
39,2021,366,"AL"
40,2021,259,"AL"
41,2021,217,"AL"
42,2021,157,"AL"
43,2021,99,"AL"
44,2021,85,"AL"
45,2021,86,"AL"
46,2021,51,"AL"
47,2021,59,"AL"
48,2021,69,"AL"
49,2021,56,"AL"
50,2021,71,"AL"
51,2021,74,"AL"
52,2021,83,"AL"
NA,2021,2415,"AL"
NA,2021,970,"AL"
NA,2021,393,"AL"
NA,2021,216,"AL"
NA,2021,212,"AL"
NA,2021,132,"AL"
NA,2021,261,"AL"
NA,2021,1682,"AL"
NA,2021,1978,"AL"
NA,2021,844,"AL"
NA,2021,299,"AL"
NA,2021,317,"AL"
NA,2021,9719,"AL"
1,2022,153,"AL"
2,2022,245,"AL"
3,2022,294,"AL"
4,2022,422,"AL"
5,2022,401,"AL"
6,2022,381,"AL"
7,2022,305,"AL"
8,2022,240,"AL"
9,2022,159,"AL"
10,2022,106,"AL"
11,2022,73,"AL"
12,2022,55,"AL"
13,2022,35,"AL"
14,2022,30,"AL"
15,2022,17,"AL"
16,2022,21,"AL"
17,2022,16,"AL"
18,2022,20,"AL"
19,2022,11,"AL"
20,2022,15,"AL"
21,2022,11,"AL"
22,2022,19,"AL"
23,2022,26,"AL"
24,2022,25,"AL"
25,2022,21,"AL"
26,2022,42,"AL"
27,2022,45,"AL"
28,2022,66,"AL"
29,2022,57,"AL"
30,2022,62,"AL"
31,2022,68,"AL"
32,2022,72,"AL"
33,2022,56,"AL"
34,2022,50,"AL"
35,2022,53,"AL"
36,2022,55,"AL"
37,2022,44,"AL"
38,2022,46,"AL"
39,2022,29,"AL"
40,2022,23,"AL"
41,2022,20,"AL"
42,2022,21,"AL"
43,2022,30,"AL"
44,2022,18,"AL"
45,2022,19,"AL"
46,2022,25,"AL"
47,2022,25,"AL"
48,2022,30,"AL"
49,2022,39,"AL"
50,2022,44,"AL"
51,2022,35,"AL"
52,2022,42,"AL"
NA,2022,1234,"AL"
NA,2022,1257,"AL"
NA,2022,381,"AL"
NA,2022,90,"AL"
NA,2022,65,"AL"
NA,2022,112,"AL"
NA,2022,250,"AL"
NA,2022,266,"AL"
NA,2022,194,"AL"
NA,2022,106,"AL"
NA,2022,101,"AL"
NA,2022,170,"AL"
NA,2022,4226,"AL"
1,2023,57,"AL"
2,2023,61,"AL"
3,2023,60,"AL"
4,2023,55,"AL"
5,2023,54,"AL"
6,2023,30,"AL"
7,2023,40,"AL"
8,2023,48,"AL"
9,2023,21,"AL"
10,2023,28,"AL"
11,2023,18,"AL"
12,2023,26,"AL"
13,2023,22,"AL"
14,2023,25,"AL"
15,2023,12,"AL"
16,2023,12,"AL"
17,2023,17,"AL"
18,2023,15,"AL"
19,2023,15,"AL"
20,2023,12,"AL"
21,2023,11,"AL"
22,2023,NA,"AL"
23,2023,NA,"AL"
24,2023,NA,"AL"
25,2023,10,"AL"
26,2023,15,"AL"
27,2023,10,"AL"
28,2023,10,"AL"
29,2023,NA,"AL"
30,2023,13,"AL"
31,2023,18,"AL"
32,2023,24,"AL"
33,2023,24,"AL"
34,2023,13,"AL"
35,2023,28,"AL"
36,2023,27,"AL"
37,2023,27,"AL"
38,2023,20,"AL"
39,2023,26,"AL"
40,2023,21,"AL"
41,2023,20,"AL"
42,2023,14,"AL"
43,2023,NA,"AL"
44,2023,21,"AL"
45,2023,18,"AL"
46,2023,17,"AL"
47,2023,13,"AL"
48,2023,25,"AL"
49,2023,22,"AL"
50,2023,28,"AL"
51,2023,32,"AL"
52,2023,33,"AL"
NA,2023,259,"AL"
NA,2023,158,"AL"
NA,2023,100,"AL"
NA,2023,72,"AL"
NA,2023,53,"AL"
NA,2023,42,"AL"
NA,2023,45,"AL"
NA,2023,96,"AL"
NA,2023,108,"AL"
NA,2023,74,"AL"
NA,2023,82,"AL"
1,2024,31,"AL"
2,2024,46,"AL"
3,2024,40,"AL"
4,2024,35,"AL"
5,2024,38,"AL"
6,2024,26,"AL"
7,2024,20,"AL"
8,2024,23,"AL"
9,2024,29,"AL"
10,2024,24,"AL"
11,2024,20,"AL"
12,2024,14,"AL"
13,2024,17,"AL"
14,2024,11,"AL"
15,2024,11,"AL"
16,2024,NA,"AL"
17,2024,NA,"AL"
18,2024,NA,"AL"
19,2024,NA,"AL"
20,2024,NA,"AL"
21,2024,NA,"AL"
22,2024,NA,"AL"
23,2024,NA,"AL"
24,2024,NA,"AL"
25,2024,NA,"AL"
26,2024,NA,"AL"
27,2024,NA,"AL"
28,2024,NA,"AL"
29,2024,13,"AL"
30,2024,16,"AL"
31,2024,15,"AL"
32,2024,19,"AL"
33,2024,18,"AL"
34,2024,23,"AL"
35,2024,28,"AL"
36,2024,25,"AL"
37,2024,22,"AL"
38,2024,17,"AL"
39,2024,15,"AL"
40,2024,17,"AL"
41,2024,NA,"AL"
42,2024,14,"AL"
43,2024,NA,"AL"
44,2024,NA,"AL"
45,2024,NA,"AL"
46,2024,NA,"AL"
47,2024,NA,"AL"
48,2024,NA,"AL"
49,2024,NA,"AL"
NA,2024,122,"AL"
NA,2024,170,"AL"
NA,2024,105,"AL"
NA,2024,83,"AL"
NA,2024,43,"AL"
NA,2024,15,"AL"
NA,2024,25,"AL"
NA,2024,51,"AL"
NA,2024,93,"AL"
NA,2024,87,"AL"
NA,2024,44,"AL"
NA,2024,27,"AL"
NA,2024,1211,"AL"
NA,2024,744,"AL"
NA,2024,22606,"AL"
NA,2025,NA,"AL"
1,2020,0,"AR"
2,2020,0,"AR"
3,2020,0,"AR"
4,2020,0,"AR"
5,2020,0,"AR"
6,2020,0,"AR"
7,2020,0,"AR"
8,2020,0,"AR"
9,2020,0,"AR"
10,2020,0,"AR"
11,2020,0,"AR"
12,2020,0,"AR"
13,2020,NA,"AR"
14,2020,11,"AR"
15,2020,14,"AR"
16,2020,12,"AR"
17,2020,14,"AR"
18,2020,22,"AR"
19,2020,24,"AR"
20,2020,NA,"AR"
21,2020,20,"AR"
22,2020,19,"AR"
23,2020,26,"AR"
24,2020,34,"AR"
25,2020,45,"AR"
26,2020,47,"AR"
27,2020,41,"AR"
28,2020,47,"AR"
29,2020,57,"AR"
30,2020,74,"AR"
31,2020,88,"AR"
32,2020,91,"AR"
33,2020,92,"AR"
34,2020,99,"AR"
35,2020,95,"AR"
36,2020,88,"AR"
37,2020,105,"AR"
38,2020,81,"AR"
39,2020,94,"AR"
40,2020,116,"AR"
41,2020,140,"AR"
42,2020,147,"AR"
43,2020,148,"AR"
44,2020,147,"AR"
45,2020,150,"AR"
46,2020,195,"AR"
47,2020,198,"AR"
48,2020,232,"AR"
49,2020,266,"AR"
50,2020,222,"AR"
51,2020,260,"AR"
52,2020,255,"AR"
53,2020,281,"AR"
NA,2020,0,"AR"
NA,2020,0,"AR"
NA,2020,10,"AR"
NA,2020,61,"AR"
NA,2020,78,"AR"
NA,2020,169,"AR"
NA,2020,274,"AR"
NA,2020,411,"AR"
NA,2020,422,"AR"
NA,2020,626,"AR"
NA,2020,845,"AR"
NA,2020,1131,"AR"
NA,2020,4027,"AR"
1,2021,263,"AR"
2,2021,305,"AR"
3,2021,291,"AR"
4,2021,222,"AR"
5,2021,172,"AR"
6,2021,132,"AR"
7,2021,100,"AR"
8,2021,88,"AR"
9,2021,74,"AR"
10,2021,53,"AR"
11,2021,41,"AR"
12,2021,35,"AR"
13,2021,21,"AR"
14,2021,27,"AR"
15,2021,17,"AR"
16,2021,15,"AR"
17,2021,20,"AR"
18,2021,22,"AR"
19,2021,29,"AR"
20,2021,20,"AR"
21,2021,15,"AR"
22,2021,21,"AR"
23,2021,21,"AR"
24,2021,32,"AR"
25,2021,34,"AR"
26,2021,44,"AR"
27,2021,61,"AR"
28,2021,76,"AR"
29,2021,117,"AR"
30,2021,142,"AR"
31,2021,190,"AR"
32,2021,233,"AR"
33,2021,232,"AR"
34,2021,218,"AR"
35,2021,221,"AR"
36,2021,191,"AR"
37,2021,174,"AR"
38,2021,163,"AR"
39,2021,148,"AR"
40,2021,122,"AR"
41,2021,91,"AR"
42,2021,78,"AR"
43,2021,74,"AR"
44,2021,56,"AR"
45,2021,49,"AR"
46,2021,47,"AR"
47,2021,57,"AR"
48,2021,87,"AR"
49,2021,67,"AR"
50,2021,100,"AR"
51,2021,73,"AR"
52,2021,85,"AR"
NA,2021,1190,"AR"
NA,2021,475,"AR"
NA,2021,205,"AR"
NA,2021,85,"AR"
NA,2021,94,"AR"
NA,2021,127,"AR"
NA,2021,417,"AR"
NA,2021,971,"AR"
NA,2021,760,"AR"
NA,2021,416,"AR"
NA,2021,234,"AR"
NA,2021,362,"AR"
NA,2021,5336,"AR"
1,2022,122,"AR"
2,2022,152,"AR"
3,2022,215,"AR"
4,2022,238,"AR"
5,2022,259,"AR"
6,2022,249,"AR"
7,2022,196,"AR"
8,2022,132,"AR"
9,2022,88,"AR"
10,2022,60,"AR"
11,2022,31,"AR"
12,2022,41,"AR"
13,2022,20,"AR"
14,2022,21,"AR"
15,2022,17,"AR"
16,2022,11,"AR"
17,2022,NA,"AR"
18,2022,15,"AR"
19,2022,11,"AR"
20,2022,11,"AR"
21,2022,NA,"AR"
22,2022,10,"AR"
23,2022,12,"AR"
24,2022,17,"AR"
25,2022,18,"AR"
26,2022,17,"AR"
27,2022,29,"AR"
28,2022,38,"AR"
29,2022,31,"AR"
30,2022,41,"AR"
31,2022,42,"AR"
32,2022,35,"AR"
33,2022,35,"AR"
34,2022,51,"AR"
35,2022,34,"AR"
36,2022,39,"AR"
37,2022,30,"AR"
38,2022,34,"AR"
39,2022,36,"AR"
40,2022,38,"AR"
41,2022,25,"AR"
42,2022,12,"AR"
43,2022,19,"AR"
44,2022,15,"AR"
45,2022,13,"AR"
46,2022,30,"AR"
47,2022,19,"AR"
48,2022,20,"AR"
49,2022,29,"AR"
50,2022,29,"AR"
51,2022,35,"AR"
52,2022,31,"AR"
NA,2022,819,"AR"
NA,2022,786,"AR"
NA,2022,207,"AR"
NA,2022,61,"AR"
NA,2022,45,"AR"
NA,2022,66,"AR"
NA,2022,148,"AR"
NA,2022,179,"AR"
NA,2022,148,"AR"
NA,2022,102,"AR"
NA,2022,85,"AR"
NA,2022,133,"AR"
NA,2022,2779,"AR"
1,2023,39,"AR"
2,2023,48,"AR"
3,2023,39,"AR"
4,2023,38,"AR"
5,2023,30,"AR"
6,2023,24,"AR"
7,2023,25,"AR"
8,2023,21,"AR"
9,2023,11,"AR"
10,2023,17,"AR"
11,2023,12,"AR"
12,2023,12,"AR"
13,2023,NA,"AR"
14,2023,NA,"AR"
15,2023,11,"AR"
16,2023,12,"AR"
17,2023,12,"AR"
18,2023,12,"AR"
19,2023,NA,"AR"
20,2023,14,"AR"
21,2023,NA,"AR"
22,2023,NA,"AR"
23,2023,NA,"AR"
24,2023,NA,"AR"
25,2023,NA,"AR"
26,2023,NA,"AR"
27,2023,NA,"AR"
28,2023,NA,"AR"
29,2023,NA,"AR"
30,2023,NA,"AR"
31,2023,NA,"AR"
32,2023,NA,"AR"
33,2023,10,"AR"
34,2023,16,"AR"
35,2023,13,"AR"
36,2023,11,"AR"
37,2023,18,"AR"
38,2023,21,"AR"
39,2023,10,"AR"
40,2023,15,"AR"
41,2023,12,"AR"
42,2023,11,"AR"
43,2023,NA,"AR"
44,2023,NA,"AR"
45,2023,11,"AR"
46,2023,16,"AR"
47,2023,11,"AR"
48,2023,11,"AR"
49,2023,21,"AR"
50,2023,18,"AR"
51,2023,21,"AR"
52,2023,16,"AR"
NA,2023,180,"AR"
NA,2023,90,"AR"
NA,2023,51,"AR"
NA,2023,43,"AR"
NA,2023,37,"AR"
NA,2023,31,"AR"
NA,2023,27,"AR"
NA,2023,47,"AR"
NA,2023,62,"AR"
NA,2023,47,"AR"
NA,2023,51,"AR"
1,2024,28,"AR"
2,2024,26,"AR"
3,2024,31,"AR"
4,2024,32,"AR"
5,2024,17,"AR"
6,2024,23,"AR"
7,2024,11,"AR"
8,2024,12,"AR"
9,2024,NA,"AR"
10,2024,NA,"AR"
11,2024,20,"AR"
12,2024,11,"AR"
13,2024,NA,"AR"
14,2024,NA,"AR"
15,2024,NA,"AR"
16,2024,NA,"AR"
17,2024,NA,"AR"
18,2024,NA,"AR"
19,2024,NA,"AR"
20,2024,NA,"AR"
21,2024,NA,"AR"
22,2024,NA,"AR"
23,2024,NA,"AR"
24,2024,NA,"AR"
25,2024,NA,"AR"
26,2024,NA,"AR"
27,2024,NA,"AR"
28,2024,NA,"AR"
29,2024,NA,"AR"
30,2024,NA,"AR"
31,2024,NA,"AR"
32,2024,12,"AR"
33,2024,NA,"AR"
34,2024,13,"AR"
35,2024,11,"AR"
36,2024,19,"AR"
37,2024,12,"AR"
38,2024,14,"AR"
39,2024,14,"AR"
40,2024,12,"AR"
41,2024,NA,"AR"
42,2024,NA,"AR"
43,2024,NA,"AR"
44,2024,NA,"AR"
45,2024,10,"AR"
46,2024,NA,"AR"
47,2024,NA,"AR"
48,2024,NA,"AR"
49,2024,NA,"AR"
NA,2024,80,"AR"
NA,2024,125,"AR"
NA,2024,56,"AR"
NA,2024,51,"AR"
NA,2024,24,"AR"
NA,2024,15,"AR"
NA,2024,11,"AR"
NA,2024,28,"AR"
NA,2024,46,"AR"
NA,2024,61,"AR"
NA,2024,27,"AR"
NA,2024,27,"AR"
NA,2024,746,"AR"
NA,2024,473,"AR"
NA,2024,13361,"AR"
NA,2025,NA,"AR"
1,2020,0,"AZ"
2,2020,0,"AZ"
3,2020,0,"AZ"
4,2020,0,"AZ"
5,2020,0,"AZ"
6,2020,0,"AZ"
7,2020,0,"AZ"
8,2020,0,"AZ"
9,2020,0,"AZ"
10,2020,0,"AZ"
11,2020,NA,"AZ"
12,2020,NA,"AZ"
13,2020,31,"AZ"
14,2020,58,"AZ"
15,2020,91,"AZ"
16,2020,96,"AZ"
17,2020,106,"AZ"
18,2020,106,"AZ"
19,2020,126,"AZ"
20,2020,118,"AZ"
21,2020,99,"AZ"
22,2020,116,"AZ"
23,2020,132,"AZ"
24,2020,173,"AZ"
25,2020,207,"AZ"
26,2020,258,"AZ"
27,2020,388,"AZ"
28,2020,508,"AZ"
29,2020,548,"AZ"
30,2020,477,"AZ"
31,2020,390,"AZ"
32,2020,305,"AZ"
33,2020,249,"AZ"
34,2020,174,"AZ"
35,2020,129,"AZ"
36,2020,96,"AZ"
37,2020,61,"AZ"
38,2020,66,"AZ"
39,2020,56,"AZ"
40,2020,35,"AZ"
41,2020,53,"AZ"
42,2020,47,"AZ"
43,2020,63,"AZ"
44,2020,82,"AZ"
45,2020,125,"AZ"
46,2020,124,"AZ"
47,2020,203,"AZ"
48,2020,307,"AZ"
49,2020,416,"AZ"
50,2020,574,"AZ"
51,2020,734,"AZ"
52,2020,765,"AZ"
53,2020,883,"AZ"
NA,2020,0,"AZ"
NA,2020,0,"AZ"
NA,2020,64,"AZ"
NA,2020,405,"AZ"
NA,2020,507,"AZ"
NA,2020,899,"AZ"
NA,2020,2102,"AZ"
NA,2020,942,"AZ"
NA,2020,273,"AZ"
NA,2020,259,"AZ"
NA,2020,858,"AZ"
NA,2020,3012,"AZ"
NA,2020,9321,"AZ"
1,2021,942,"AZ"
2,2021,996,"AZ"
3,2021,959,"AZ"
4,2021,776,"AZ"
5,2021,660,"AZ"
6,2021,505,"AZ"
7,2021,338,"AZ"
8,2021,237,"AZ"
9,2021,184,"AZ"
10,2021,129,"AZ"
11,2021,122,"AZ"
12,2021,75,"AZ"
13,2021,56,"AZ"
14,2021,64,"AZ"
15,2021,57,"AZ"
16,2021,43,"AZ"
17,2021,54,"AZ"
18,2021,63,"AZ"
19,2021,57,"AZ"
20,2021,54,"AZ"
21,2021,48,"AZ"
22,2021,41,"AZ"
23,2021,35,"AZ"
24,2021,44,"AZ"
25,2021,46,"AZ"
26,2021,41,"AZ"
27,2021,41,"AZ"
28,2021,56,"AZ"
29,2021,70,"AZ"
30,2021,110,"AZ"
31,2021,127,"AZ"
32,2021,162,"AZ"
33,2021,180,"AZ"
34,2021,214,"AZ"
35,2021,274,"AZ"
36,2021,281,"AZ"
37,2021,266,"AZ"
38,2021,286,"AZ"
39,2021,272,"AZ"
40,2021,245,"AZ"
41,2021,263,"AZ"
42,2021,231,"AZ"
43,2021,279,"AZ"
44,2021,268,"AZ"
45,2021,353,"AZ"
46,2021,380,"AZ"
47,2021,450,"AZ"
48,2021,469,"AZ"
49,2021,542,"AZ"
50,2021,483,"AZ"
51,2021,482,"AZ"
52,2021,434,"AZ"
NA,2021,4032,"AZ"
NA,2021,1668,"AZ"
NA,2021,517,"AZ"
NA,2021,235,"AZ"
NA,2021,240,"AZ"
NA,2021,182,"AZ"
NA,2021,290,"AZ"
NA,2021,791,"AZ"
NA,2021,1194,"AZ"
NA,2021,1125,"AZ"
NA,2021,1615,"AZ"
NA,2021,2171,"AZ"
NA,2021,14060,"AZ"
1,2022,428,"AZ"
2,2022,459,"AZ"
3,2022,500,"AZ"
4,2022,500,"AZ"
5,2022,492,"AZ"
6,2022,415,"AZ"
