"state","mmwr_year","mmwr_week","cases"
"CT",2022,25,4667
"CT",2022,26,4199
"CT",2022,27,5020
"CT",2022,28,5084
"CT",2022,29,5287
"CT",2022,30,5834
"CT",2022,31,5410
"CT",2022,32,5367
"CT",2022,33,5140
"CT",2022,34,4268
"CT",2022,35,3990
"CT",2022,36,3844
"CT",2022,37,3944
"CT",2022,38,4617
"CT",2022,39,4777
"CT",2022,40,4721
"CT",2022,41,4229
"CT",2022,42,4009
"CT",2022,43,3495
"CT",2022,44,3622
"CT",2022,45,3207
"CT",2022,46,2939
"CT",2022,47,2928
"CT",2022,48,2987
"CT",2022,49,4717
"CT",2022,50,4613
"CT",2022,51,4873
"CT",2022,52,5481
"CT",2023,1,5789
"CT",2023,2,5319
"CT",2023,3,4193
"CT",2023,4,3384
"CT",2023,5,3039
"CT",2023,6,2669
"CT",2023,7,2251
"CT",2023,8,1923
"CT",2023,9,1591
"CT",2023,10,1262
"CT",2023,11,1062
"CT",2023,12,865
"CT",2023,13,800
"CT",2023,14,712
"CT",2023,15,684
"CT",2023,16,506
"CT",2023,17,432
"CT",2023,18,446
"CT",2023,19,388
"DC",2020,4,0
"DC",2020,5,0
"DC",2020,6,0
"DC",2020,7,0
"DC",2020,8,0
"DC",2020,9,0
"DC",2020,10,0
"DC",2020,11,2
"DC",2020,12,37
"DC",2020,13,192
"DC",2020,14,355
"DC",2020,15,854
"DC",2020,16,757
"DC",2020,17,1009
"DC",2020,18,900
"DC",2020,19,1355
"DC",2020,20,1123
"DC",2020,21,967
"DC",2020,22,855
"DC",2020,23,610
"DC",2020,24,521
"DC",2020,25,310
"DC",2020,26,281
"DC",2020,27,237
"DC",2020,28,277
"DC",2020,29,384
"DC",2020,30,503
"DC",2020,31,470
"DC",2020,32,444
"DC",2020,33,516
"DC",2020,34,395
"DC",2020,35,368
"DC",2020,36,355
"DC",2020,37,310
"DC",2020,38,356
"DC",2020,39,307
"DC",2020,40,276
"DC",2020,41,371
"DC",2020,42,435
"DC",2020,43,366
"DC",2020,44,475
"DC",2020,45,628
"DC",2020,46,778
"DC",2020,47,1086
"DC",2020,48,1051
"DC",2020,49,1326
"DC",2020,50,2012
"DC",2020,51,1748
"DC",2020,52,1624
"DC",2020,53,1532
"DC",2021,1,1724
"DC",2021,2,2118
"DC",2021,3,1803
"DC",2021,4,1462
"DC",2021,5,1334
"DC",2021,6,1149
"DC",2021,7,832
"DC",2021,8,763
"DC",2021,9,875
"DC",2021,10,1188
"DC",2021,11,805
"DC",2021,12,784
"DC",2021,13,918
"DC",2021,14,815
"DC",2021,15,881
"DC",2021,16,732
"DC",2021,17,592
"DC",2021,18,508
"DC",2021,19,295
"DC",2021,20,298
"DC",2021,21,188
"DC",2021,22,189
"DC",2021,23,116
"DC",2021,24,96
"DC",2021,25,61
"DC",2021,26,71
"DC",2021,27,68
"DC",2021,28,151
"DC",2021,29,284
"DC",2021,30,410
"DC",2021,31,590
"DC",2021,32,995
"DC",2021,33,1171
"DC",2021,34,1132
"DC",2021,35,1414
"DC",2021,36,1124
"DC",2021,37,1746
"DC",2021,38,1409
"DC",2021,39,1147
"DC",2021,40,982
"DC",2021,41,772
"DC",2021,42,650
"DC",2021,43,590
"DC",2021,44,612
"DC",2021,45,557
"DC",2021,46,634
"DC",2021,47,717
"DC",2021,48,537
"DC",2021,49,1215
"DC",2021,50,1605
"DC",2021,51,7794
"DC",2021,52,14384
"DC",2022,1,14774
"DC",2022,2,11983
"DC",2022,3,7385
"DC",2022,4,3292
"DC",2022,5,1614
"DC",2022,6,1535
"DC",2022,7,831
"DC",2022,8,655
"DC",2022,9,564
"DC",2022,10,408
"DC",2022,11,489
"DC",2022,12,487
"DC",2022,13,536
"DC",2022,14,1005
"DC",2022,15,1557
"DC",2022,16,1514
"DC",2022,17,1269
"DC",2022,18,0
"DC",2022,19,1062
"DC",2022,20,3158
"DC",2022,21,2107
"DC",2022,22,2033
"DC",2022,23,1675
"DC",2022,24,1458
"DC",2022,25,1590
"DC",2022,26,1531
"DC",2022,27,746
"DC",2022,28,1986
"DC",2022,29,1434
"DC",2022,30,1375
"DC",2022,31,1094
"DC",2022,32,830
"DC",2022,33,702
"DC",2022,34,849
"DC",2022,35,593
"DC",2022,36,558
"DC",2022,37,518
"DC",2022,38,615
"DC",2022,39,502
"DC",2022,40,283
"DC",2022,41,118
"DC",2022,42,676
"DC",2022,43,273
"DC",2022,44,332
"DC",2022,45,441
"DC",2022,46,268
"DC",2022,47,567
"DC",2022,48,291
"DC",2022,49,436
"DC",2022,50,582
"DC",2022,51,760
"DC",2022,52,624
"DC",2023,1,549
"DC",2023,2,455
"DC",2023,3,555
"DC",2023,4,443
"DC",2023,5,413
"DC",2023,6,420
"DC",2023,7,370
"DC",2023,8,289
"DC",2023,9,210
"DC",2023,10,231
"DC",2023,11,161
"DC",2023,12,120
"DC",2023,13,136
"DC",2023,14,140
"DC",2023,15,94
"DC",2023,16,71
"DC",2023,17,80
"DC",2023,18,82
"DC",2023,19,75
"DE",2020,4,5
"DE",2020,5,0
"DE",2020,6,4
"DE",2020,7,1
"DE",2020,8,1
"DE",2020,9,2
"DE",2020,10,0
"DE",2020,11,4
"DE",2020,12,20
"DE",2020,13,130
"DE",2020,14,300
"DE",2020,15,764
"DE",2020,16,900
"DE",2020,17,1308
"DE",2020,18,1418
"DE",2020,19,1338
"DE",2020,20,1180
"DE",2020,21,1142
"DE",2020,22,752
"DE",2020,23,608
"DE",2020,24,426
"DE",2020,25,411
"DE",2020,26,423
"DE",2020,27,784
"DE",2020,28,791
"DE",2020,29,837
"DE",2020,30,752
"DE",2020,31,701
"DE",2020,32,593
"DE",2020,33,484
"DE",2020,34,464
"DE",2020,35,504
"DE",2020,36,720
"DE",2020,37,653
"DE",2020,38,710
"DE",2020,39,711
"DE",2020,40,821
"DE",2020,41,912
"DE",2020,42,893
"DE",2020,43,963
"DE",2020,44,1014
"DE",2020,45,1182
"DE",2020,46,1769
"DE",2020,47,2610
"DE",2020,48,3383
"DE",2020,49,3941
"DE",2020,50,5562
"DE",2020,51,5939
"DE",2020,52,4344
"DE",2020,53,4508
"DE",2021,1,5635
"DE",2021,2,5247
"DE",2021,3,4538
"DE",2021,4,3958
"DE",2021,5,2729
"DE",2021,6,2756
"DE",2021,7,2026
"DE",2021,8,1891
"DE",2021,9,1892
"DE",2021,10,1400
"DE",2021,11,1399
"DE",2021,12,1507
"DE",2021,13,2123
"DE",2021,14,2102
"DE",2021,15,2430
"DE",2021,16,2330
"DE",2021,17,1731
"DE",2021,18,1449
"DE",2021,19,1000
"DE",2021,20,772
"DE",2021,21,578
"DE",2021,22,352
"DE",2021,23,290
"DE",2021,24,213
"DE",2021,25,152
"DE",2021,26,142
"DE",2021,27,165
"DE",2021,28,274
"DE",2021,29,326
"DE",2021,30,503
"DE",2021,31,922
"DE",2021,32,1472
"DE",2021,33,2101
"DE",2021,34,2307
"DE",2021,35,2683
"DE",2021,36,2586
"DE",2021,37,3270
"DE",2021,38,3261
"DE",2021,39,3025
"DE",2021,40,3193
"DE",2021,41,2781
"DE",2021,42,2364
"DE",2021,43,1945
"DE",2021,44,1734
"DE",2021,45,1736
"DE",2021,46,2239
"DE",2021,47,2591
"DE",2021,48,2768
"DE",2021,49,4084
"DE",2021,50,4392
"DE",2021,51,5572
"DE",2021,52,9645
"DE",2022,1,18068
"DE",2022,2,23976
"DE",2022,3,14962
"DE",2022,4,11058
"DE",2022,5,5078
"DE",2022,6,2791
"DE",2022,7,1759
"DE",2022,8,1023
"DE",2022,9,694
"DE",2022,10,624
"DE",2022,11,452
"DE",2022,12,426
"DE",2022,13,496
"DE",2022,14,628
"DE",2022,15,885
"DE",2022,16,1113
"DE",2022,17,1326
"DE",2022,18,1798
"DE",2022,19,2758
"DE",2022,20,3955
"DE",2022,21,3912
"DE",2022,22,3023
"DE",2022,23,2502
"DE",2022,24,1838
"DE",2022,25,1746
"DE",2022,26,1714
"DE",2022,27,1660
"DE",2022,28,2118
"DE",2022,29,2297
"DE",2022,30,2358
"DE",2022,31,2366
"DE",2022,32,2068
"DE",2022,33,1951
"DE",2022,34,1773
"DE",2022,35,1432
"DE",2022,36,1205
"DE",2022,37,1390
"DE",2022,38,1467
"DE",2022,39,1368
"DE",2022,40,1152
"DE",2022,41,1018
"DE",2022,42,1004
"DE",2022,43,1017
"DE",2022,44,883
"DE",2022,45,917
"DE",2022,46,742
"DE",2022,47,748
"DE",2022,48,940
"DE",2022,49,1148
"DE",2022,50,1128
"DE",2022,51,1435
"DE",2022,52,1452
"DE",2023,1,1679
"DE",2023,2,1547
"DE",2023,3,1050
"DE",2023,4,1011
"DE",2023,5,1001
"DE",2023,6,1006
"DE",2023,7,926
"DE",2023,8,782
"DE",2023,9,504
"DE",2023,10,439
"DE",2023,11,385
"DE",2023,12,356
"DE",2023,13,290
"DE",2023,14,232
"DE",2023,15,140
"DE",2023,16,190
"DE",2023,17,115
"DE",2023,18,103
"DE",2023,19,111
"FL",2020,4,0
"FL",2020,5,0
"FL",2020,6,0
"FL",2020,7,0
"FL",2020,8,0
"FL",2020,9,0
"FL",2020,10,0
"FL",2020,11,8
"FL",2020,12,22
"FL",2020,13,358
"FL",2020,14,2159
"FL",2020,15,6302
"FL",2020,16,7451
"FL",2020,17,6575
"FL",2020,18,6048
"FL",2020,19,4604
"FL",2020,20,4217
"FL",2020,21,4916
"FL",2020,22,5158
"FL",2020,23,5062
"FL",2020,24,6434
"FL",2020,25,9383
"FL",2020,26,17546
"FL",2020,27,34514
"FL",2020,28,54490
"FL",2020,29,64829
"FL",2020,30,81172
"FL",2020,31,73686
"FL",2020,32,66470
"FL",2020,33,46539
"FL",2020,34,43970
"FL",2020,35,29423
"FL",2020,36,21785
"FL",2020,37,23641
"FL",2020,38,17950
"FL",2020,39,18570
"FL",2020,40,17906
"FL",2020,41,16055
"FL",2020,42,16900
"FL",2020,43,19060
"FL",2020,44,23170
"FL",2020,45,27993
"FL",2020,46,31892
"FL",2020,47,37206
"FL",2020,48,51893
"FL",2020,49,53911
"FL",2020,50,59260
"FL",2020,51,65830
"FL",2020,52,74172
"FL",2020,53,75332
"FL",2021,1,83762
"FL",2021,2,102769
"FL",2021,3,97100
"FL",2021,4,77951
"FL",2021,5,69913
"FL",2021,6,62801
"FL",2021,7,49747
"FL",2021,8,42123
"FL",2021,9,41288
"FL",2021,10,36240
"FL",2021,11,31882
"FL",2021,12,31192
"FL",2021,13,34272
"FL",2021,14,37579
"FL",2021,15,40569
"FL",2021,16,44109
"FL",2021,17,38931
"FL",2021,18,37230
"FL",2021,19,29800
"FL",2021,20,23603
"FL",2021,21,18679
"FL",2021,22,15938
"FL",2021,23,11407
"FL",2021,24,12032
"FL",2021,25,10647
"FL",2021,26,11999
"FL",2021,27,16126
"FL",2021,28,23301
"FL",2021,29,45734
"FL",2021,30,73727
"FL",2021,31,111749
"FL",2021,32,136756
"FL",2021,33,153030
"FL",2021,34,151125
"FL",2021,35,153270
"FL",2021,36,132781
"FL",2021,37,99432
"FL",2021,38,76142
"FL",2021,39,54894
"FL",2021,40,38398
"FL",2021,41,26080
"FL",2021,42,19983
"FL",2021,43,15634
"FL",2021,44,13257
"FL",2021,45,11503
"FL",2021,46,10694
"FL",2021,47,11384
"FL",2021,48,9998
"FL",2021,49,11389
"FL",2021,50,14269
"FL",2021,51,34018
"FL",2021,52,128180
"FL",2022,1,296317
"FL",2022,2,393739
"FL",2022,3,428470
"FL",2022,4,287147
"FL",2022,5,197461
"FL",2022,6,129764
"FL",2022,7,99839
"FL",2022,8,42329
"FL",2022,9,25501
"FL",2022,10,14108
"FL",2022,11,10223
"FL",2022,12,8024
"FL",2022,13,8813
"FL",2022,14,10156
"FL",2022,15,11276
"FL",2022,16,15572
"FL",2022,17,20766
"FL",2022,18,26500
"FL",2022,19,32945
"FL",2022,20,39385
"FL",2022,21,60148
"FL",2022,22,66796
"FL",2022,23,71645
"FL",2022,24,74336
"FL",2022,25,74240
"FL",2022,26,73742
"FL",2022,27,74457
"FL",2022,28,67720
"FL",2022,29,78185
"FL",2022,30,75803
"FL",2022,31,73315
"FL",2022,32,65575
"FL",2022,33,54265
"FL",2022,34,45345
"FL",2022,35,43650
"FL",2022,36,38918
"FL",2022,37,28800
"FL",2022,38,22835
"FL",2022,39,17414
"FL",2022,40,11797
"FL",2022,41,10767
"FL",2022,42,9893
"FL",2022,43,10101
"FL",2022,44,10771
"FL",2022,45,12359
"FL",2022,46,11774
"FL",2022,47,11610
"FL",2022,48,12161
"FL",2022,49,18767
"FL",2022,50,19890
"FL",2022,51,22569
"FL",2022,52,25055
"FL",2023,1,23937
"FL",2023,2,32020
"FL",2023,3,28623
"FL",2023,4,22289
"FL",2023,5,21364
"FL",2023,6,19083
"FL",2023,7,17045
"FL",2023,8,14095
"FL",2023,9,15058
"FL",2023,10,11262
"FL",2023,11,9951
"FL",2023,12,9015
"FL",2023,13,8557
"FL",2023,14,9371
"FL",2023,15,8478
"FL",2023,16,7495
"FL",2023,17,7364
"FL",2023,18,7021
"FL",2023,19,6937
"GA",2020,4,0
"GA",2020,5,0
"GA",2020,6,0
"GA",2020,7,0
"GA",2020,8,0
"GA",2020,9,0
"GA",2020,10,2
"GA",2020,11,21
"GA",2020,12,177
"GA",2020,13,1042
"GA",2020,14,3397
"GA",2020,15,5249
"GA",2020,16,5100
"GA",2020,17,6215
"GA",2020,18,4558
"GA",2020,19,4974
"GA",2020,20,4679
"GA",2020,21,4393
"GA",2020,22,4788
"GA",2020,23,4293
"GA",2020,24,5069
"GA",2020,25,6069
"GA",2020,26,9365
"GA",2020,27,14851
"GA",2020,28,19650
"GA",2020,29,23935
"GA",2020,30,24466
"GA",2020,31,26040
"GA",2020,32,23382
"GA",2020,33,24388
"GA",2020,34,17878
"GA",2020,35,16616
"GA",2020,36,14002
"GA",2020,37,12679
"GA",2020,38,11765
"GA",2020,39,11128
"GA",2020,40,7862
"GA",2020,41,8116
"GA",2020,42,8438
"GA",2020,43,9165
"GA",2020,44,11282
"GA",2020,45,40677
"GA",2020,46,18170
"GA",2020,47,19825
"GA",2020,48,24204
"GA",2020,49,24230
"GA",2020,50,35645
"GA",2020,51,42822
"GA",2020,52,47684
"GA",2020,53,46452
"GA",2021,1,59099
"GA",2021,2,68454
"GA",2021,3,54424
"GA",2021,4,48885
"GA",2021,5,36752
"GA",2021,6,28551
"GA",2021,7,22342
"GA",2021,8,20805
"GA",2021,9,20441
"GA",2021,10,13865
"GA",2021,11,10107
"GA",2021,12,10915
"GA",2021,13,10168
"GA",2021,14,8645
"GA",2021,15,10181
"GA",2021,16,9415
"GA",2021,17,9442
"GA",2021,18,8541
"GA",2021,19,6388
"GA",2021,20,5174
"GA",2021,21,3976
"GA",2021,22,3098
"GA",2021,23,2699
"GA",2021,24,2540
"GA",2021,25,2299
"GA",2021,26,2621
"GA",2021,27,2992
"GA",2021,28,5965
"GA",2021,29,9541
"GA",2021,30,18164
"GA",2021,31,28397
"GA",2021,32,38755
"GA",2021,33,49283
"GA",2021,34,60354
"GA",2021,35,65263
"GA",2021,36,55126
"GA",2021,37,45260
"GA",2021,38,35014
"GA",2021,39,25152
"GA",2021,40,19844
"GA",2021,41,18013
"GA",2021,42,10683
"GA",2021,43,8971
"GA",2021,44,7258
"GA",2021,45,6390
"GA",2021,46,6959
"GA",2021,47,7526
"GA",2021,48,6626
"GA",2021,49,9338
"GA",2021,50,10882
"GA",2021,51,27766
"GA",2021,52,77929
"GA",2022,1,136921
"GA",2022,2,81131
"GA",2022,3,113855
"GA",2022,4,182097
"GA",2022,5,80275
"GA",2022,6,38640
"GA",2022,7,21527
"GA",2022,8,12396
"GA",2022,9,8832
"GA",2022,10,5979
"GA",2022,11,5700
"GA",2022,12,4000
"GA",2022,13,12183
"GA",2022,14,5711
"GA",2022,15,3269
"GA",2022,16,4079
"GA",2022,17,6082
"GA",2022,18,6687
"GA",2022,19,9360
"GA",2022,20,10939
"GA",2022,21,14332
"GA",2022,22,15043
"GA",2022,23,17715
"GA",2022,24,19387
"GA",2022,25,18436
"GA",2022,26,20971
"GA",2022,27,19989
"GA",2022,28,26603
"GA",2022,29,27231
"GA",2022,30,29524
"GA",2022,31,27665
"GA",2022,32,24937
"GA",2022,33,25766
"GA",2022,34,23422
"GA",2022,35,17905
"GA",2022,36,12670
"GA",2022,37,9627
"GA",2022,38,7319
"GA",2022,39,5038
"GA",2022,40,4392
"GA",2022,41,3655
"GA",2022,42,3949
"GA",2022,43,3375
"GA",2022,44,4063
"GA",2022,45,4727
"GA",2022,46,3792
"GA",2022,47,4058
"GA",2022,48,6244
"GA",2022,49,9819
"GA",2022,50,9894
"GA",2022,51,11387
"GA",2022,52,10574
"GA",2023,1,13798
"GA",2023,2,12851
"GA",2023,3,8323
"GA",2023,4,7685
"GA",2023,5,7990
"GA",2023,6,6863
"GA",2023,7,6340
"GA",2023,8,5298
"GA",2023,9,3943
"GA",2023,10,2963
"GA",2023,11,2903
"GA",2023,12,2454
"GA",2023,13,2833
"GA",2023,14,2243
"GA",2023,15,1837
"GA",2023,16,2001
"GA",2023,17,1938
"GA",2023,18,1855
"GA",2023,19,1618
"HI",2020,4,0
"HI",2020,5,0
"HI",2020,6,0
"HI",2020,7,0
"HI",2020,8,0
"HI",2020,9,0
"HI",2020,10,0
"HI",2020,11,4
"HI",2020,12,15
"HI",2020,13,86
"HI",2020,14,152
"HI",2020,15,149
"HI",2020,16,82
"HI",2020,17,63
"HI",2020,18,32
"HI",2020,19,24
"HI",2020,20,16
"HI",2020,21,15
"HI",2020,22,9
"HI",2020,23,12
"HI",2020,24,25
"HI",2020,25,63
"HI",2020,26,88
"HI",2020,27,101
"HI",2020,28,151
"HI",2020,29,197
"HI",2020,30,160
"HI",2020,31,354
"HI",2020,32,847
"HI",2020,33,1229
"HI",2020,34,1638
"HI",2020,35,1691
"HI",2020,36,1796
"HI",2020,37,1266
"HI",2020,38,855
"HI",2020,39,642
"HI",2020,40,777
"HI",2020,41,665
"HI",2020,42,615
"HI",2020,43,602
"HI",2020,44,618
"HI",2020,45,590
"HI",2020,46,747
"HI",2020,47,631
"HI",2020,48,776
"HI",2020,49,555
"HI",2020,50,733
"HI",2020,51,856
"HI",2020,52,897
"HI",2020,53,687
"HI",2021,1,1131
"HI",2021,2,1362
"HI",2021,3,889
"HI",2021,4,817
"HI",2021,5,613
"HI",2021,6,483
"HI",2021,7,327
"HI",2021,8,346
"HI",2021,9,317
"HI",2021,10,406
"HI",2021,11,455
"HI",2021,12,646
"HI",2021,13,827
"HI",2021,14,703
"HI",2021,15,662
"HI",2021,16,637
"HI",2021,17,604
"HI",2021,18,739
"HI",2021,19,622
"HI",2021,20,601
"HI",2021,21,375
"HI",2021,22,375
"HI",2021,23,372
"HI",2021,24,393
"HI",2021,25,309
"HI",2021,26,326
"HI",2021,27,378
"HI",2021,28,590
"HI",2021,29,995
"HI",2021,30,1587
"HI",2021,31,2820
"HI",2021,32,4032
"HI",2021,33,4815
"HI",2021,34,5544
"HI",2021,35,5897
"HI",2021,36,4903
"HI",2021,37,4165
"HI",2021,38,3349
"HI",2021,39,2432
"HI",2021,40,1741
"HI",2021,41,1148
"HI",2021,42,911
"HI",2021,43,980
"HI",2021,44,758
"HI",2021,45,785
"HI",2021,46,689
"HI",2021,47,673
"HI",2021,48,600
"HI",2021,49,728
"HI",2021,50,1565
"HI",2021,51,5797
"HI",2021,52,12308
"HI",2022,1,20135
"HI",2022,2,32226
"HI",2022,3,29495
"HI",2022,4,22197
"HI",2022,5,12690
"HI",2022,6,6725
"HI",2022,7,3388
"HI",2022,8,1927
"HI",2022,9,1284
"HI",2022,10,948
"HI",2022,11,713
"HI",2022,12,815
"HI",2022,13,956
"HI",2022,14,1144
"HI",2022,15,1447
"HI",2022,16,2178
"HI",2022,17,3056
"HI",2022,18,4344
"HI",2022,19,6133
"HI",2022,20,7405
"HI",2022,21,8813
"HI",2022,22,8645
"HI",2022,23,8207
"HI",2022,24,6842
"HI",2022,25,5808
"HI",2022,26,5136
"HI",2022,27,4283
"HI",2022,28,4303
"HI",2022,29,4247
"HI",2022,30,4109
"HI",2022,31,3654
"HI",2022,32,3258
"HI",2022,33,2784
"HI",2022,34,2262
"HI",2022,35,1731
"HI",2022,36,1255
"HI",2022,37,1325
"HI",2022,38,1179
"HI",2022,39,1043
"HI",2022,40,1157
"HI",2022,41,978
"HI",2022,42,1143
"HI",2022,43,1203
"HI",2022,44,1010
"HI",2022,45,998
"HI",2022,46,992
"HI",2022,47,1109
"HI",2022,48,962
"HI",2022,49,1297
"HI",2022,50,1126
"HI",2022,51,1110
"HI",2022,52,1023
"HI",2023,1,1222
"HI",2023,2,1287
"HI",2023,3,1007
"HI",2023,4,987
"HI",2023,5,718
"HI",2023,6,684
"HI",2023,7,544
"HI",2023,8,528
"HI",2023,9,402
"HI",2023,10,466
"HI",2023,11,415
"HI",2023,12,480
"HI",2023,13,1204
"HI",2023,14,1008
"HI",2023,15,932
"HI",2023,16,909
"HI",2023,17,833
"HI",2023,18,748
"HI",2023,19,654
"IA",2020,4,0
"IA",2020,5,0
"IA",2020,6,0
"IA",2020,7,0
"IA",2020,8,0
"IA",2020,9,0
"IA",2020,10,0
"IA",2020,11,13
"IA",2020,12,25
"IA",2020,13,108
"IA",2020,14,400
"IA",2020,15,599
"IA",2020,16,850
"IA",2020,17,1750
"IA",2020,18,3097
"IA",2020,19,3562
"IA",2020,20,2878
"IA",2020,21,2341
"IA",2020,22,2745
"IA",2020,23,1937
"IA",2020,24,2319
"IA",2020,25,1839
"IA",2020,26,2139
"IA",2020,27,2912
"IA",2020,28,3112
"IA",2020,29,3914
"IA",2020,30,3670
"IA",2020,31,3416
"IA",2020,32,3127
"IA",2020,33,3024
"IA",2020,34,3782
"IA",2020,35,5249
"IA",2020,36,7658
"IA",2020,37,5134
"IA",2020,38,5052
"IA",2020,39,6219
"IA",2020,40,6378
"IA",2020,41,5844
"IA",2020,42,7810
"IA",2020,43,7348
"IA",2020,44,10384
"IA",2020,45,16579
"IA",2020,46,31239
"IA",2020,47,29065
"IA",2020,48,23768
"IA",2020,49,14873
"IA",2020,50,14121
"IA",2020,51,10494
"IA",2020,52,11338
"IA",2020,53,7952
"IA",2021,1,10713
"IA",2021,2,10384
"IA",2021,3,7627
"IA",2021,4,7326
"IA",2021,5,6194
"IA",2021,6,4753
"IA",2021,7,3846
"IA",2021,8,3758
"IA",2021,9,3497
"IA",2021,10,3219
"IA",2021,11,2889
"IA",2021,12,3323
"IA",2021,13,3811
"IA",2021,14,3798
"IA",2021,15,3187
"IA",2021,16,3329
"IA",2021,17,2579
"IA",2021,18,2420
"IA",2021,19,1993
"IA",2021,20,1344
"IA",2021,21,973
"IA",2021,22,587
"IA",2021,23,573
"IA",2021,24,574
"IA",2021,25,457
"IA",2021,26,514
"IA",2021,27,651
"IA",2021,28,895
"IA",2021,29,1395
"IA",2021,30,2158
"IA",2021,31,3570
"IA",2021,32,4872
"IA",2021,33,5697
"IA",2021,34,7112
"IA",2021,35,8308
"IA",2021,36,8762
"IA",2021,37,11365
"IA",2021,38,12163
"IA",2021,39,10812
"IA",2021,40,9860
"IA",2021,41,8167
"IA",2021,42,6907
"IA",2021,43,6983
"IA",2021,44,7643
"IA",2021,45,8227
"IA",2021,46,9234
"IA",2021,47,10346
"IA",2021,48,9362
"IA",2021,49,12812
"IA",2021,50,11865
"IA",2021,51,9565
"IA",2021,52,10569
"IA",2022,1,18996
"IA",2022,2,34308
"IA",2022,3,38574
"IA",2022,4,34949
"IA",2022,5,22730
"IA",2022,6,12833
"IA",2022,7,7863
"IA",2022,8,4363
"IA",2022,9,6838
"IA",2022,10,1738
"IA",2022,11,1005
"IA",2022,12,716
"IA",2022,13,470
"IA",2022,14,921
"IA",2022,15,891
"IA",2022,16,1098
"IA",2022,17,1728
"IA",2022,18,2124
"IA",2022,19,3161
"IA",2022,20,3843
"IA",2022,21,3955
"IA",2022,22,3857
"IA",2022,23,4276
"IA",2022,24,3996
"IA",2022,25,3943
"IA",2022,26,3988
"IA",2022,27,3980
"IA",2022,28,5187
"IA",2022,29,5301
"IA",2022,30,5924
"IA",2022,31,5768
"IA",2022,32,5660
"IA",2022,33,4921
"IA",2022,34,4802
"IA",2022,35,4908
"IA",2022,36,4176
"IA",2022,37,4109
"IA",2022,38,2908
"IA",2022,39,2091
"IA",2022,40,1853
"IA",2022,41,1718
"IA",2022,42,1508
"IA",2022,43,1915
"IA",2022,44,1827
"IA",2022,45,1863
"IA",2022,46,1980
"IA",2022,47,2302
"IA",2022,48,2698
"IA",2022,49,3471
"IA",2022,50,3704
"IA",2022,51,3493
"IA",2022,52,2148
"IA",2023,1,2253
"IA",2023,2,2204
"IA",2023,3,1686
"IA",2023,4,1551
"IA",2023,5,1514
"IA",2023,6,1517
"IA",2023,7,1626
"IA",2023,8,1581
"IA",2023,9,1732
"IA",2023,10,1916
"IA",2023,11,1753
"IA",2023,12,1677
"IA",2023,13,1515
"IA",2023,14,0
"IA",2023,15,0
"IA",2023,16,0
"IA",2023,17,0
"IA",2023,18,0
"IA",2023,19,0
"ID",2020,4,0
"ID",2020,5,0
"ID",2020,6,0
"ID",2020,7,0
"ID",2020,8,0
"ID",2020,9,0
"ID",2020,10,0
"ID",2020,11,0
"ID",2020,12,9
"ID",2020,13,81
"ID",2020,14,476
"ID",2020,15,644
"ID",2020,16,263
"ID",2020,17,293
"ID",2020,18,187
"ID",2020,19,205
"ID",2020,20,135
"ID",2020,21,213
"ID",2020,22,193
"ID",2020,23,234
"ID",2020,24,327
"ID",2020,25,372
"ID",2020,26,770
"ID",2020,27,1968
"ID",2020,28,2598
"ID",2020,29,3480
"ID",2020,30,3873
"ID",2020,31,3352
"ID",2020,32,3034
"ID",2020,33,3427
"ID",2020,34,2546
"ID",2020,35,2091
"ID",2020,36,1895
"ID",2020,37,1635
"ID",2020,38,1793
"ID",2020,39,2649
"ID",2020,40,3305
"ID",2020,41,3705
"ID",2020,42,4139
"ID",2020,43,5758
"ID",2020,44,6137
"ID",2020,45,6527
"ID",2020,46,8807
"ID",2020,47,9314
"ID",2020,48,10069
"ID",2020,49,8231
"ID",2020,50,11468
"ID",2020,51,9249
"ID",2020,52,8533
"ID",2020,53,5880
"ID",2021,1,6245
"ID",2021,2,6255
"ID",2021,3,5223
"ID",2021,4,3624
"ID",2021,5,2951
"ID",2021,6,2390
"ID",2021,7,1801
"ID",2021,8,1938
"ID",2021,9,1996
"ID",2021,10,1957
"ID",2021,11,2216
"ID",2021,12,2084
"ID",2021,13,1993
"ID",2021,14,1993
"ID",2021,15,1817
"ID",2021,16,1410
"ID",2021,17,1509
"ID",2021,18,1167
"ID",2021,19,1152
"ID",2021,20,1125
"ID",2021,21,1025
"ID",2021,22,743
"ID",2021,23,813
"ID",2021,24,626
"ID",2021,25,600
"ID",2021,26,478
"ID",2021,27,555
"ID",2021,28,939
"ID",2021,29,1290
"ID",2021,30,1736
"ID",2021,31,3153
"ID",2021,32,3854
"ID",2021,33,5010
"ID",2021,34,4528
"ID",2021,35,6491
"ID",2021,36,7045
"ID",2021,37,8718
"ID",2021,38,8434
"ID",2021,39,8668
"ID",2021,40,9245
"ID",2021,41,7963
"ID",2021,42,8845
"ID",2021,43,7453
"ID",2021,44,5562
"ID",2021,45,4149
"ID",2021,46,3209
"ID",2021,47,3287
"ID",2021,48,2432
"ID",2021,49,3099
"ID",2021,50,2380
"ID",2021,51,2229
"ID",2021,52,3188
"ID",2022,1,5507
"ID",2022,2,10121
"ID",2022,3,14863
"ID",2022,4,19716
"ID",2022,5,16076
"ID",2022,6,13127
"ID",2022,7,11263
"ID",2022,8,10037
"ID",2022,9,10305
"ID",2022,10,6546
