"state","mmwr_year","mmwr_week","cases"
"AZ",2021,39,17976
"AZ",2021,40,17991
"AZ",2021,41,15879
"AZ",2021,42,14918
"AZ",2021,43,17104
"AZ",2021,44,18789
"AZ",2021,45,23757
"AZ",2021,46,24615
"AZ",2021,47,28356
"AZ",2021,48,20695
"AZ",2021,49,28655
"AZ",2021,50,22399
"AZ",2021,51,20186
"AZ",2021,52,23897
"AZ",2022,1,51482
"AZ",2022,2,104801
"AZ",2022,3,141828
"AZ",2022,4,133312
"AZ",2022,5,87038
"AZ",2022,6,45101
"AZ",2022,7,25443
"AZ",2022,8,14593
"AZ",2022,9,5212
"AZ",2022,10,10428
"AZ",2022,11,5153
"AZ",2022,12,4566
"AZ",2022,13,10143
"AZ",2022,14,6828
"AZ",2022,15,2721
"AZ",2022,16,2437
"AZ",2022,17,2358
"AZ",2022,18,3911
"AZ",2022,19,5490
"AZ",2022,20,7204
"AZ",2022,21,11498
"AZ",2022,22,13042
"AZ",2022,23,14677
"AZ",2022,24,16334
"AZ",2022,25,15373
"AZ",2022,26,16514
"AZ",2022,27,20198
"AZ",2022,28,15280
"AZ",2022,29,18135
"AZ",2022,30,17249
"AZ",2022,31,15034
"AZ",2022,32,13501
"AZ",2022,33,12244
"AZ",2022,34,8505
"AZ",2022,35,8624
"AZ",2022,36,3681
"AZ",2022,37,6141
"AZ",2022,38,3999
"AZ",2022,39,3402
"AZ",2022,40,3675
"AZ",2022,41,2400
"AZ",2022,42,5438
"AZ",2022,43,4813
"AZ",2022,44,5129
"AZ",2022,45,7360
"AZ",2022,46,10775
"AZ",2022,47,13410
"AZ",2022,48,12987
"AZ",2022,49,15983
"AZ",2022,50,11550
"AZ",2022,51,8281
"AZ",2022,52,4973
"AZ",2023,1,6187
"AZ",2023,2,7369
"AZ",2023,3,2756
"AZ",2023,4,3554
"AZ",2023,5,3087
"AZ",2023,6,3099
"AZ",2023,7,3379
"AZ",2023,8,3716
"AZ",2023,9,5663
"AZ",2023,10,3220
"AZ",2023,11,4892
"AZ",2023,12,2651
"AZ",2023,13,3263
"AZ",2023,14,2931
"AZ",2023,15,3675
"AZ",2023,16,3408
"AZ",2023,17,4006
"AZ",2023,18,3206
"AZ",2023,19,2608
"CA",2020,4,0
"CA",2020,5,2
"CA",2020,6,6
"CA",2020,7,8
"CA",2020,8,14
"CA",2020,9,22
"CA",2020,10,28
"CA",2020,11,140
"CA",2020,12,468
"CA",2020,13,2312
"CA",2020,14,5169
"CA",2020,15,8972
"CA",2020,16,7368
"CA",2020,17,10980
"CA",2020,18,11112
"CA",2020,19,12343
"CA",2020,20,12265
"CA",2020,21,13039
"CA",2020,22,14969
"CA",2020,23,18736
"CA",2020,24,18533
"CA",2020,25,20884
"CA",2020,26,33293
"CA",2020,27,42569
"CA",2020,28,57083
"CA",2020,29,58522
"CA",2020,30,66518
"CA",2020,31,62193
"CA",2020,32,49959
"CA",2020,33,61840
"CA",2020,34,53386
"CA",2020,35,41022
"CA",2020,36,33604
"CA",2020,37,28054
"CA",2020,38,23947
"CA",2020,39,25106
"CA",2020,40,23721
"CA",2020,41,21364
"CA",2020,42,24635
"CA",2020,43,23575
"CA",2020,44,32061
"CA",2020,45,33103
"CA",2020,46,46951
"CA",2020,47,66610
"CA",2020,48,101588
"CA",2020,49,108911
"CA",2020,50,184852
"CA",2020,51,263456
"CA",2020,52,305346
"CA",2020,53,271394
"CA",2021,1,280190
"CA",2021,2,311715
"CA",2021,3,247717
"CA",2021,4,158085
"CA",2021,5,116793
"CA",2021,6,85768
"CA",2021,7,55859
"CA",2021,8,41568
"CA",2021,9,31409
"CA",2021,10,30321
"CA",2021,11,20425
"CA",2021,12,19942
"CA",2021,13,18777
"CA",2021,14,19249
"CA",2021,15,22245
"CA",2021,16,16765
"CA",2021,17,13730
"CA",2021,18,13050
"CA",2021,19,12391
"CA",2021,20,9853
"CA",2021,21,8675
"CA",2021,22,10462
"CA",2021,23,6655
"CA",2021,24,6091
"CA",2021,25,6574
"CA",2021,26,8885
"CA",2021,27,11566
"CA",2021,28,21654
"CA",2021,29,36201
"CA",2021,30,53665
"CA",2021,31,72029
"CA",2021,32,85690
"CA",2021,33,94842
"CA",2021,34,94848
"CA",2021,35,106976
"CA",2021,36,75232
"CA",2021,37,70831
"CA",2021,38,58633
"CA",2021,39,52063
"CA",2021,40,45783
"CA",2021,41,39795
"CA",2021,42,37626
"CA",2021,43,44167
"CA",2021,44,43068
"CA",2021,45,43531
"CA",2021,46,36600
"CA",2021,47,35113
"CA",2021,48,32117
"CA",2021,49,49647
"CA",2021,50,43870
"CA",2021,51,65862
"CA",2021,52,185504
"CA",2022,1,420444
"CA",2022,2,790954
"CA",2022,3,788494
"CA",2022,4,708364
"CA",2022,5,396396
"CA",2022,6,209866
"CA",2022,7,113165
"CA",2022,8,74290
"CA",2022,9,54026
"CA",2022,10,46754
"CA",2022,11,19736
"CA",2022,12,31218
"CA",2022,13,18983
"CA",2022,14,20318
"CA",2022,15,9765
"CA",2022,16,40145
"CA",2022,17,43476
"CA",2022,18,48470
"CA",2022,19,60410
"CA",2022,20,77897
"CA",2022,21,108013
"CA",2022,22,109178
"CA",2022,23,114609
"CA",2022,24,121961
"CA",2022,25,107026
"CA",2022,26,129920
"CA",2022,27,136472
"CA",2022,28,132940
"CA",2022,29,149725
"CA",2022,30,136848
"CA",2022,31,116848
"CA",2022,32,95699
"CA",2022,33,85684
"CA",2022,34,76450
"CA",2022,35,69010
"CA",2022,36,61687
"CA",2022,37,47273
"CA",2022,38,35507
"CA",2022,39,33292
"CA",2022,40,30884
"CA",2022,41,24900
"CA",2022,42,20056
"CA",2022,43,24127
"CA",2022,44,22459
"CA",2022,45,25737
"CA",2022,46,34288
"CA",2022,47,41278
"CA",2022,48,44269
"CA",2022,49,80545
"CA",2022,50,67702
"CA",2022,51,87540
"CA",2022,52,55676
"CA",2023,1,57501
"CA",2023,2,44537
"CA",2023,3,30898
"CA",2023,4,25098
"CA",2023,5,25331
"CA",2023,6,27118
"CA",2023,7,27481
"CA",2023,8,24890
"CA",2023,9,26162
"CA",2023,10,23037
"CA",2023,11,20981
"CA",2023,12,17982
"CA",2023,13,17264
"CA",2023,14,13325
"CA",2023,15,11054
"CA",2023,16,12518
"CA",2023,17,12533
"CA",2023,18,12010
"CA",2023,19,9186
"CO",2020,4,0
"CO",2020,5,0
"CO",2020,6,0
"CO",2020,7,0
"CO",2020,8,0
"CO",2020,9,0
"CO",2020,10,1
"CO",2020,11,41
"CO",2020,12,238
"CO",2020,13,1137
"CO",2020,14,2327
"CO",2020,15,2542
"CO",2020,16,2671
"CO",2020,17,2531
"CO",2020,18,4394
"CO",2020,19,2805
"CO",2020,20,2616
"CO",2020,21,2352
"CO",2020,22,2060
"CO",2020,23,2057
"CO",2020,24,1251
"CO",2020,25,1371
"CO",2020,26,1587
"CO",2020,27,1978
"CO",2020,28,2238
"CO",2020,29,3267
"CO",2020,30,3704
"CO",2020,31,4152
"CO",2020,32,3319
"CO",2020,33,2499
"CO",2020,34,2176
"CO",2020,35,2102
"CO",2020,36,2071
"CO",2020,37,2013
"CO",2020,38,3075
"CO",2020,39,4262
"CO",2020,40,4229
"CO",2020,41,4890
"CO",2020,42,6715
"CO",2020,43,8616
"CO",2020,44,12285
"CO",2020,45,20509
"CO",2020,46,29132
"CO",2020,47,37337
"CO",2020,48,35899
"CO",2020,49,34116
"CO",2020,50,31348
"CO",2020,51,22623
"CO",2020,52,17252
"CO",2020,53,13697
"CO",2021,1,16083
"CO",2021,2,16469
"CO",2021,3,11987
"CO",2021,4,10395
"CO",2021,5,9245
"CO",2021,6,8790
"CO",2021,7,7040
"CO",2021,8,7664
"CO",2021,9,7290
"CO",2021,10,6816
"CO",2021,11,6403
"CO",2021,12,7929
"CO",2021,13,8707
"CO",2021,14,10504
"CO",2021,15,11029
"CO",2021,16,11739
"CO",2021,17,11892
"CO",2021,18,10170
"CO",2021,19,8872
"CO",2021,20,6011
"CO",2021,21,5333
"CO",2021,22,3319
"CO",2021,23,3135
"CO",2021,24,2454
"CO",2021,25,2284
"CO",2021,26,2421
"CO",2021,27,2399
"CO",2021,28,3061
"CO",2021,29,3841
"CO",2021,30,5201
"CO",2021,31,6573
"CO",2021,32,7658
"CO",2021,33,9127
"CO",2021,34,11494
"CO",2021,35,12624
"CO",2021,36,12341
"CO",2021,37,14222
"CO",2021,38,13155
"CO",2021,39,13084
"CO",2021,40,14731
"CO",2021,41,15588
"CO",2021,42,15489
"CO",2021,43,19241
"CO",2021,44,21058
"CO",2021,45,24528
"CO",2021,46,24094
"CO",2021,47,20435
"CO",2021,48,16604
"CO",2021,49,16173
"CO",2021,50,12104
"CO",2021,51,19424
"CO",2021,52,49423
"CO",2022,1,91524
"CO",2022,2,121228
"CO",2022,3,104379
"CO",2022,4,71664
"CO",2022,5,38223
"CO",2022,6,19174
"CO",2022,7,10643
"CO",2022,8,6177
"CO",2022,9,4738
"CO",2022,10,3315
"CO",2022,11,2940
"CO",2022,12,2387
"CO",2022,13,2316
"CO",2022,14,2595
"CO",2022,15,3100
"CO",2022,16,4433
"CO",2022,17,5218
"CO",2022,18,6811
"CO",2022,19,8901
"CO",2022,20,11045
"CO",2022,21,12565
"CO",2022,22,13509
"CO",2022,23,17155
"CO",2022,24,15486
"CO",2022,25,14066
"CO",2022,26,15864
"CO",2022,27,13007
"CO",2022,28,14077
"CO",2022,29,12239
"CO",2022,30,11122
"CO",2022,31,9417
"CO",2022,32,8011
"CO",2022,33,6728
"CO",2022,34,6129
"CO",2022,35,6368
"CO",2022,36,4733
"CO",2022,37,4823
"CO",2022,38,4526
"CO",2022,39,4385
"CO",2022,40,4128
"CO",2022,41,4048
"CO",2022,42,4492
"CO",2022,43,4915
"CO",2022,44,5803
"CO",2022,45,7180
"CO",2022,46,7825
"CO",2022,47,8376
"CO",2022,48,7317
"CO",2022,49,7116
"CO",2022,50,5993
"CO",2022,51,5915
"CO",2022,52,3707
"CO",2023,1,3587
"CO",2023,2,3150
"CO",2023,3,2220
"CO",2023,4,2516
"CO",2023,5,2757
"CO",2023,6,3180
"CO",2023,7,3151
"CO",2023,8,3237
"CO",2023,9,3005
"CO",2023,10,2812
"CO",2023,11,2949
"CO",2023,12,2252
"CO",2023,13,2270
"CO",2023,14,1925
"CO",2023,15,1772
"CO",2023,16,2377
"CO",2023,17,1240
"CO",2023,18,1090
"CO",2023,19,1199
"CT",2020,4,0
"CT",2020,5,0
"CT",2020,6,0
"CT",2020,7,0
"CT",2020,8,0
"CT",2020,9,0
"CT",2020,10,0
"CT",2020,11,5
"CT",2020,12,119
"CT",2020,13,1081
"CT",2020,14,3217
"CT",2020,15,5316
"CT",2020,16,6806
"CT",2020,17,5981
"CT",2020,18,5282
"CT",2020,19,4431
"CT",2020,20,3840
"CT",2020,21,3360
"CT",2020,22,2759
"CT",2020,23,1657
"CT",2020,24,843
"CT",2020,25,662
"CT",2020,26,554
"CT",2020,27,660
"CT",2020,28,536
"CT",2020,29,527
"CT",2020,30,575
"CT",2020,31,1329
"CT",2020,32,685
"CT",2020,33,482
"CT",2020,34,607
"CT",2020,35,906
"CT",2020,36,888
"CT",2020,37,763
"CT",2020,38,1295
"CT",2020,39,1149
"CT",2020,40,1235
"CT",2020,41,1814
"CT",2020,42,2497
"CT",2020,43,3010
"CT",2020,44,4256
"CT",2020,45,6246
"CT",2020,46,9368
"CT",2020,47,12287
"CT",2020,48,12124
"CT",2020,49,12274
"CT",2020,50,19122
"CT",2020,51,17233
"CT",2020,52,12924
"CT",2020,53,12958
"CT",2021,1,15791
"CT",2021,2,21122
"CT",2021,3,13558
"CT",2021,4,13205
"CT",2021,5,9665
"CT",2021,6,8492
"CT",2021,7,4871
"CT",2021,8,5338
"CT",2021,9,5703
"CT",2021,10,5382
"CT",2021,11,6230
"CT",2021,12,7144
"CT",2021,13,9122
"CT",2021,14,8806
"CT",2021,15,7754
"CT",2021,16,6953
"CT",2021,17,5670
"CT",2021,18,3920
"CT",2021,19,2163
"CT",2021,20,1238
"CT",2021,21,1190
"CT",2021,22,698
"CT",2021,23,584
"CT",2021,24,299
"CT",2021,25,279
"CT",2021,26,513
"CT",2021,27,391
"CT",2021,28,643
"CT",2021,29,1143
"CT",2021,30,1975
"CT",2021,31,3196
"CT",2021,32,3851
"CT",2021,33,4339
"CT",2021,34,4241
"CT",2021,35,4652
"CT",2021,36,3898
"CT",2021,37,4050
"CT",2021,38,4940
"CT",2021,39,3508
"CT",2021,40,2771
"CT",2021,41,2770
"CT",2021,42,3642
"CT",2021,43,2353
"CT",2021,44,2502
"CT",2021,45,2534
"CT",2021,46,4559
"CT",2021,47,5262
"CT",2021,48,6212
"CT",2021,49,10679
"CT",2021,50,18574
"CT",2021,51,19103
"CT",2021,52,31343
"CT",2022,1,52328
"CT",2022,2,64373
"CT",2022,3,47520
"CT",2022,4,26856
"CT",2022,5,16832
"CT",2022,6,8143
"CT",2022,7,5529
"CT",2022,8,3775
"CT",2022,9,2585
"CT",2022,10,2067
"CT",2022,11,1893
"CT",2022,12,2151
"CT",2022,13,2601
"CT",2022,14,3150
"CT",2022,15,3776
"CT",2022,16,4742
"CT",2022,17,5166
"CT",2022,18,7178
"CT",2022,19,13917
"CT",2022,20,12200
"CT",2022,21,11240
"CT",2022,22,8340
"CT",2022,23,6111
"CT",2022,24,6794
